,운전 누적 시간,현재 상태,1-수소공급량,2-수소공급량,1-산소공급량,2-산소공급량,1-버너회전수,2-버너회전수,1-버너속도,2-버너속도,1-핀치횟수,2-핀치횟수,핀치두께-상,핀치두께-중,핀치두께-하,핀치두께2-상,핀치두께2-중,핀치두께2-하,전극간격,채널,전압(1차),전류(1차),역률(1차),전력(1차),온도(1차),전압(2차),전류(2차),역률(2차),전력(2차),온도(2차),강도,"Pinch No.1
정면부 측정 편차","Pinch No.2
정면부 측정 편차","Pinch No.1
측면부 측정 편차","Pinch No.2
측면부 측정 편차"
73,23982,1,104.991,99.675,97.017,93.03,22.593,19.935,53.16,53.16,3414.201,3407.556,4.41228,4.46544,4.42557,4.717949999999999,4.6514999999999995,4.73124,443.27466000000004,4.0,508.54184999999995,47.21937,132.06273000000002,30.925829999999998,15.948,648.0071099999999,11.41611,132.62091,4.93059,128.91299999999998,522.297,0.0,0.0,0.0,0.0
74,18283,0,104.991,99.675,97.017,93.03,22.593,19.935,53.16,53.16,3424.833,3418.188,4.49202,4.50531,4.47873,4.70466,4.6249199999999995,4.70466,444.16508999999996,1.0,510.84101999999996,33.730019999999996,122.00219999999999,20.453310000000002,17.277,634.03932,11.362950000000001,132.52787999999998,4.797689999999999,126.255,426.609,0.0,0.0,0.0,0.0
75,25182,1,104.991,99.675,97.017,93.03,22.593,19.935,53.16,53.16,3415.5299999999997,3408.8849999999998,4.53189,4.55847,4.545179999999999,4.717949999999999,4.66479,4.717949999999999,443.60691,5.0,508.54184999999995,47.21937,132.06273000000002,30.925829999999998,15.948,642.67782,11.362950000000001,132.70065,4.86414,128.91299999999998,542.232,0.0,0.0,0.0,0.0
76,38464,0,104.991,99.675,97.017,93.03,22.593,19.935,53.16,53.16,3418.188,3411.543,4.3989899999999995,4.46544,4.42557,4.63821,4.61163,4.6514999999999995,443.46072,6.0,508.54184999999995,47.21937,132.06273000000002,30.925829999999998,15.948,643.38219,11.38953,132.71394,4.8774299999999995,128.91299999999998,531.6,0.0,0.0,0.0,0.0
77,13282,0,104.991,99.675,97.017,93.03,22.593,19.935,53.16,53.16,4004.277,3997.632,4.63821,4.6514999999999995,4.6514999999999995,4.744529999999999,4.66479,4.75782,444.21825,2.0,510.84101999999996,33.730019999999996,122.00219999999999,20.453310000000002,17.277,640.8703800000001,11.216759999999999,132.35511,4.7844,126.255,325.605,0.0,0.0,0.0,0.0
78,14580,0,108.978,104.991,102.333,102.333,23.922,22.593,53.16,53.16,1927.05,1927.05,4.55847,4.55847,4.53189,4.6249199999999995,4.598339999999999,4.58505,442.98228,2.0,499.704,47.76425999999999,132.11588999999998,30.75306,18.605999999999998,640.5248399999999,11.123729999999998,132.58104,4.75782,132.9,271.116,0.0,0.0,0.0,0.0
81,27364,1,108.978,104.991,102.333,102.333,23.922,22.593,53.16,53.16,1931.037,1931.037,4.47873,4.47873,4.45215,4.744529999999999,4.63821,4.717949999999999,439.32752999999997,5.0,499.704,47.76425999999999,132.11588999999998,30.75306,18.605999999999998,638.1858,11.26992,132.80697,4.81098,132.9,481.098,0.0,0.0,0.0,0.0
82,55458,1,108.978,104.991,102.333,102.333,23.922,22.593,53.16,53.16,1932.366,1932.366,4.42557,4.42557,4.3989899999999995,4.66479,4.63821,4.6249199999999995,442.6766099999999,6.0,499.704,47.76425999999999,132.11588999999998,30.75306,18.605999999999998,648.8310899999999,11.28321,132.82026,4.9040099999999995,132.9,503.691,0.0,0.0,0.0,0.0
83,42951,0,108.978,104.991,102.333,102.333,22.593,21.264,53.16,53.16,2127.729,2127.729,4.41228,4.41228,4.3857,4.53189,4.5186,4.50531,444.9492,3.0,506.57493,47.285819999999994,132.06273000000002,30.885959999999997,18.605999999999998,646.89075,11.20347,132.42156,4.83756,132.9,381.423,0.0,0.0,0.0,0.0
86,31002,1,108.978,104.991,102.333,102.333,23.922,22.593,53.16,53.16,1923.0629999999999,1923.0629999999999,4.46544,4.46544,4.43886,4.61163,4.571759999999999,4.571759999999999,444.31127999999995,5.0,507.83747999999997,47.1795,132.04944,30.885959999999997,19.935,636.1125599999999,11.38953,132.6342,4.81098,132.9,510.336,0.0,0.0,0.0,0.0
88,27412,1,108.978,104.991,102.333,102.333,23.922,22.593,53.16,53.16,1928.379,1928.379,4.47873,4.46544,4.43886,4.598339999999999,4.55847,4.55847,443.88599999999997,3.0,499.704,47.76425999999999,132.11588999999998,30.75306,18.605999999999998,642.7044,11.150310000000001,132.55445999999998,4.7844,132.9,384.08099999999996,0.0,0.0,0.0,0.0
91,55902,1,108.978,104.991,102.333,102.333,22.593,21.264,53.16,53.16,2114.439,2114.439,4.30596,4.34583,4.31925,4.691369999999999,4.571759999999999,4.6514999999999995,444.13851,2.0,506.22939,47.47188,132.1026,30.99228,15.948,644.4321,11.1636,132.55445999999998,4.81098,132.9,271.116,0.0,0.0,0.0,0.0
95,21926,0,108.978,104.991,102.333,102.333,22.593,21.264,53.16,53.16,2129.058,2129.058,4.41228,4.3989899999999995,4.3857,4.58505,4.55847,4.545179999999999,442.70319,4.0,506.57493,47.285819999999994,132.06273000000002,30.885959999999997,18.605999999999998,642.0930599999999,11.41611,132.64749,4.89072,132.9,479.769,0.0,0.0,0.0,0.0
97,41622,1,108.978,104.991,102.333,102.333,22.593,21.264,53.16,53.16,2123.7419999999997,2123.7419999999997,4.61163,4.58505,4.571759999999999,4.61163,4.598339999999999,4.58505,444.2847,6.0,506.22939,47.47188,132.1026,30.99228,15.948,645.03015,11.362950000000001,132.74052,4.8774299999999995,132.9,511.66499999999996,0.0,0.0,0.0,0.0
99,45261,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,591.405,590.076,4.45215,4.45215,4.37241,4.571759999999999,4.571759999999999,4.50531,443.60691,1.0,514.40274,47.03331,132.27537,31.29795,37.211999999999996,0.0,11.137020000000001,0.0,0.0,34.554,479.769,0.0,0.0,0.0,0.0
100,19632,1,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,599.379,598.05,4.3989899999999995,4.43886,4.34583,4.571759999999999,4.55847,4.53189,445.99911,5.0,514.40274,47.03331,132.27537,31.29795,37.211999999999996,0.0,11.123729999999998,0.0,0.0,34.554,523.626,0.0,0.0,0.0,0.0
101,25629,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,619.314,617.985,4.29267,4.33254,4.23951,4.49202,4.43886,4.45215,445.60041,2.0,518.3232899999999,47.11305,132.24879,31.4973,38.541,0.0,11.04399,0.0,0.0,35.882999999999996,449.202,0.0,0.0,0.0,0.0
102,47095,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,606.024,604.6949999999999,4.35912,4.3857,4.27938,4.545179999999999,4.571759999999999,4.50531,445.18842,6.0,514.40274,47.03331,132.27537,31.29795,37.211999999999996,0.0,11.1636,0.0,0.0,34.554,520.968,0.0,0.0,0.0,0.0
103,47095,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,612.669,611.34,4.45215,4.42557,4.37241,4.717949999999999,4.545179999999999,4.66479,445.89279,3.0,513.2730899999999,47.41872,132.27537,31.47072,37.211999999999996,0.0,11.123729999999998,0.0,0.0,35.882999999999996,544.89,0.0,0.0,0.0,0.0
104,18218,1,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,613.9979999999999,612.669,4.34583,4.35912,4.26609,4.691369999999999,4.49202,4.6514999999999995,446.13201,4.0,513.2730899999999,47.41872,132.27537,31.47072,37.211999999999996,0.0,11.349659999999998,0.0,0.0,35.882999999999996,528.942,0.0,0.0,0.0,0.0
105,43714,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,615.327,613.9979999999999,4.31925,4.35912,4.2528,4.545179999999999,4.50531,4.50531,443.96574,5.0,513.2730899999999,47.41872,132.27537,31.47072,37.211999999999996,0.0,11.30979,0.0,0.0,35.882999999999996,510.336,0.0,0.0,0.0,0.0
106,25496,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,620.643,619.314,4.31925,4.35912,4.2528,4.67808,4.49202,4.6249199999999995,444.74985,3.0,518.3232899999999,47.11305,132.24879,31.4973,38.541,0.0,11.2965,0.0,0.0,35.882999999999996,538.245,0.0,0.0,0.0,0.0
107,47095,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,616.656,615.327,4.29267,4.34583,4.23951,4.50531,4.53189,4.46544,443.07530999999994,6.0,513.2730899999999,47.41872,132.27537,31.47072,37.211999999999996,0.0,11.32308,0.0,0.0,35.882999999999996,542.232,0.0,0.0,0.0,0.0
108,47095,0,99.675,101.00399999999999,91.701,94.359,21.264,22.593,53.16,53.16,617.985,616.656,4.27938,4.30596,4.1996400000000005,4.47873,4.46544,4.43886,446.09214000000003,1.0,518.3232899999999,47.11305,132.24879,31.4973,38.541,0.0,11.20347,0.0,0.0,35.882999999999996,489.072,0.0,0.0,0.0,0.0
109,24390,1,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2535.732,2533.074,4.3857,4.3857,4.37241,4.33254,4.30596,4.29267,445.13525999999996,1.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,11.123729999999998,0.0,0.0,33.225,426.609,0.0,0.0,0.0,0.0
110,29301,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2537.061,2534.403,4.29267,4.29267,4.30596,4.46544,4.35912,4.35912,444.69669,2.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,10.97754,0.0,0.0,33.225,394.71299999999997,0.0,0.0,0.0,0.0
111,4911,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2554.3379999999997,2551.68,4.29267,4.30596,4.31925,4.55847,4.3989899999999995,4.53189,445.02894,4.0,512.48898,47.11305,132.19563,31.191629999999996,33.225,0.0,11.216759999999999,0.0,0.0,33.225,455.847,0.0,0.0,0.0,0.0
112,32125,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2539.719,2537.061,4.3857,4.41228,4.3989899999999995,4.53189,4.50531,4.43886,444.85617,3.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,11.030700000000001,0.0,0.0,33.225,364.146,0.0,0.0,0.0,0.0
113,32125,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2541.048,2538.39,4.42557,4.3857,4.42557,4.571759999999999,4.46544,4.55847,445.06881,4.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,11.30979,0.0,0.0,33.225,451.86,0.0,0.0,0.0,0.0
114,23631,1,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2546.364,2543.706,4.23951,4.2528,4.26609,4.29267,4.27938,4.26609,445.94595,5.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,11.2965,0.0,0.0,33.225,458.505,0.0,0.0,0.0,0.0
115,31071,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2546.364,2543.706,4.2528,4.29267,4.30596,4.34583,4.26609,4.29267,445.20171,6.0,511.77131999999995,47.12634,132.19563,31.165049999999997,34.554,0.0,11.336369999999999,0.0,0.0,33.225,443.88599999999997,0.0,0.0,0.0,0.0
116,7440,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2553.009,2550.351,4.35912,4.37241,4.3857,4.37241,4.31925,4.30596,444.31127999999995,3.0,512.48898,47.11305,132.19563,31.191629999999996,33.225,0.0,10.924380000000001,0.0,0.0,33.225,365.47499999999997,0.0,0.0,0.0,0.0
117,32125,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2549.022,2546.364,4.6249199999999995,4.598339999999999,4.6514999999999995,4.45215,4.34583,4.3857,445.42764,1.0,512.48898,47.11305,132.19563,31.191629999999996,33.225,0.0,11.230049999999999,0.0,0.0,33.225,419.964,0.0,0.0,0.0,0.0
118,32125,0,95.688,95.688,55.818,146.19,14.619,14.619,53.16,53.16,2550.351,2547.6929999999998,4.31925,4.33254,4.35912,4.571759999999999,4.34583,4.545179999999999,444.52392000000003,2.0,512.48898,47.11305,132.19563,31.191629999999996,33.225,0.0,11.08386,0.0,0.0,33.225,392.055,0.0,0.0,0.0,0.0
119,27822,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2152.98,2155.638,4.30596,4.29267,4.34583,4.26609,4.22622,4.31925,418.44894,1.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,11.09715,0.0,0.0,27.909,406.674,0.0,0.0,0.0,0.0
120,27822,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2154.3089999999997,2156.967,4.545179999999999,4.5186,4.545179999999999,4.6249199999999995,4.49202,4.67808,443.00885999999997,2.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,10.93767,0.0,0.0,27.909,373.449,0.0,0.0,0.0,0.0
121,56322,0,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2155.638,2158.296,4.571759999999999,4.53189,4.55847,4.63821,4.53189,4.67808,418.28946,3.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,10.95096,0.0,0.0,27.909,365.47499999999997,0.0,0.0,0.0,0.0
122,34457,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2156.967,2159.625,4.46544,4.45215,4.47873,4.43886,4.3989899999999995,4.49202,418.42235999999997,4.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,11.2965,0.0,0.0,27.909,418.635,0.0,0.0,0.0,0.0
123,21865,0,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2164.941,2167.599,4.46544,4.43886,4.47873,4.53189,4.41228,4.58505,443.46072,4.0,512.39595,47.02002,132.1026,31.05873,29.238,0.0,11.349659999999998,0.0,0.0,27.909,422.622,0.0,0.0,0.0,0.0
124,46208,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2158.296,2160.9539999999997,4.42557,4.41228,4.45215,4.3857,4.34583,4.42557,418.05024,5.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,11.216759999999999,0.0,0.0,27.909,422.622,0.0,0.0,0.0,0.0
125,34457,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2159.625,2162.283,4.46544,4.43886,4.47873,4.3857,4.33254,4.42557,418.23629999999997,6.0,504.78078,47.671229999999994,132.26208,31.098599999999998,27.909,0.0,11.256630000000001,0.0,0.0,27.909,438.57,0.0,0.0,0.0,0.0
126,11751,0,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2166.27,2168.928,4.34583,4.31925,4.37241,4.5186,4.42557,4.58505,442.37094,5.0,512.39595,47.02002,132.1026,31.05873,29.238,0.0,11.26992,0.0,0.0,27.909,423.95099999999996,0.0,0.0,0.0,0.0
127,28311,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2160.9539999999997,2163.612,4.571759999999999,4.545179999999999,4.58505,4.571759999999999,4.47873,4.61163,418.22301,1.0,512.39595,47.02002,132.1026,31.05873,29.238,0.0,11.216759999999999,0.0,0.0,27.909,398.7,0.0,0.0,0.0,0.0
128,7920,1,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2162.283,2164.941,4.37241,4.35912,4.3989899999999995,4.35912,4.29267,4.3989899999999995,442.9557,2.0,512.39595,47.02002,132.1026,31.05873,29.238,0.0,11.08386,0.0,0.0,27.909,368.133,0.0,0.0,0.0,0.0
129,20391,0,95.688,103.66199999999999,55.818,148.84799999999998,14.619,14.619,53.16,53.16,2163.612,2166.27,4.55847,4.5186,4.571759999999999,4.37241,4.33254,4.41228,418.05024,3.0,512.39595,47.02002,132.1026,31.05873,29.238,0.0,11.017409999999998,0.0,0.0,27.909,358.83,0.0,0.0,0.0,0.0
130,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,510.336,510.336,4.50531,4.45215,4.43886,4.27938,4.22622,4.21293,443.52717,1.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.28321,0.0,0.0,27.909,366.804,0.0,0.0,0.0,0.0
131,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,511.66499999999996,511.66499999999996,4.55847,4.47873,4.47873,4.23951,4.15977,4.18635,443.15504999999996,2.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.26992,0.0,0.0,27.909,344.211,0.0,0.0,0.0,0.0
132,34975,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,512.994,512.994,4.545179999999999,4.47873,4.45215,4.27938,4.1996400000000005,4.18635,443.58032999999995,3.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.09715,0.0,0.0,27.909,368.133,0.0,0.0,0.0,0.0
133,34975,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,514.323,514.323,4.41228,4.35912,4.33254,4.21293,4.15977,4.15977,443.95245,4.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.442689999999999,0.0,0.0,27.909,411.99,0.0,0.0,0.0,0.0
134,23875,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,515.6519999999999,515.6519999999999,4.41228,4.34583,4.31925,4.27938,4.1996400000000005,4.1996400000000005,443.07530999999994,5.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.4294,0.0,0.0,27.909,384.08099999999996,0.0,0.0,0.0,0.0
135,33432,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,516.981,516.981,4.33254,4.26609,4.22622,4.22622,4.14648,4.15977,443.47400999999996,6.0,515.6519999999999,46.23591,131.75706,30.646739999999998,25.250999999999998,0.0,11.49585,0.0,0.0,27.909,415.977,0.0,0.0,0.0,0.0
136,10937,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,519.639,519.639,4.3989899999999995,4.34583,4.31925,4.22622,4.14648,4.14648,443.31453,1.0,517.27338,45.70431,131.53113,30.34107,26.58,0.0,11.455979999999998,0.0,0.0,27.909,358.83,0.0,0.0,0.0,0.0
137,10937,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,520.968,520.968,4.46544,4.3989899999999995,4.37241,4.33254,4.22622,4.2528,443.43414,2.0,517.27338,45.70431,131.53113,30.34107,26.58,0.0,11.32308,0.0,0.0,27.909,338.895,0.0,0.0,0.0,0.0
138,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,562.167,562.167,4.46544,4.41228,4.37241,4.18635,4.13319,4.13319,443.93916,1.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.455979999999998,0.0,0.0,27.909,354.84299999999996,0.0,0.0,0.0,0.0
139,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,566.154,566.154,4.29267,4.2528,4.22622,4.34583,4.26609,4.26609,444.07205999999996,2.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.2965,0.0,0.0,27.909,334.908,0.0,0.0,0.0,0.0
140,10217,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,567.483,567.483,4.47873,4.42557,4.3857,4.33254,4.2528,4.27938,444.01890000000003,3.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.04399,0.0,0.0,27.909,358.83,0.0,0.0,0.0,0.0
141,7247,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,522.297,522.297,4.30596,4.26609,4.22622,4.23951,4.17306,4.15977,443.69994,3.0,517.27338,45.70431,131.53113,30.34107,26.58,0.0,11.20347,0.0,0.0,27.909,362.817,0.0,0.0,0.0,0.0
142,17464,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,568.812,568.812,4.30596,4.27938,4.22622,4.3857,4.30596,4.31925,444.21825,4.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.41611,0.0,0.0,27.909,405.34499999999997,0.0,0.0,0.0,0.0
143,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,570.141,570.141,4.47873,4.42557,4.3857,4.22622,4.14648,4.14648,444.20495999999997,5.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.30979,0.0,0.0,27.909,378.765,0.0,0.0,0.0,0.0
144,36544,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,571.47,571.47,4.50531,4.45215,4.41228,4.29267,4.23951,4.23951,443.72652,6.0,510.336,46.30236,131.77035,30.38094,26.58,0.0,11.38953,0.0,0.0,27.909,410.661,0.0,0.0,0.0,0.0
145,23022,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,572.799,572.799,4.50531,4.45215,4.41228,4.26609,4.1996400000000005,4.21293,443.97902999999997,1.0,509.43228,45.8505,131.50455,29.99553,27.909,0.0,11.376240000000001,0.0,0.0,27.909,352.185,0.0,0.0,0.0,0.0
146,1328,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,574.1279999999999,574.1279999999999,4.34583,4.30596,4.26609,4.23951,4.18635,4.18635,443.88599999999997,2.0,509.43228,45.8505,131.50455,29.99553,27.909,0.0,11.20347,0.0,0.0,27.909,334.908,0.0,0.0,0.0,0.0
147,17212,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,575.457,575.457,4.3857,4.33254,4.30596,4.26609,4.21293,4.22622,444.33786,3.0,509.43228,45.8505,131.50455,29.99553,27.909,0.0,11.20347,0.0,0.0,27.909,350.856,0.0,0.0,0.0,0.0
148,32155,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,527.6129999999999,527.6129999999999,4.33254,4.29267,4.2528,4.34583,4.27938,4.29267,443.72652,1.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.38953,0.0,0.0,27.909,356.17199999999997,0.0,0.0,0.0,0.0
149,57518,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,530.271,530.271,4.34583,4.30596,4.27938,4.22622,4.15977,4.17306,444.1518,2.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.110439999999999,0.0,0.0,27.909,344.211,0.0,0.0,0.0,0.0
150,21463,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,539.574,539.574,4.45215,4.3989899999999995,4.3857,4.17306,4.10661,4.10661,443.6202,3.0,519.53268,45.810629999999996,131.70389999999998,30.59358,29.238,0.0,11.150310000000001,0.0,0.0,27.909,362.817,0.0,0.0,0.0,0.0
151,37427,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,531.6,531.6,4.46544,4.41228,4.37241,4.21293,4.14648,4.15977,443.91257999999993,3.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.123729999999998,0.0,0.0,27.909,360.159,0.0,0.0,0.0,0.0
152,37427,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,532.929,532.929,4.29267,4.2528,4.21293,4.1996400000000005,4.13319,4.14648,443.54046,4.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.442689999999999,0.0,0.0,27.909,404.01599999999996,0.0,0.0,0.0,0.0
153,60895,0,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,534.258,534.258,4.34583,4.30596,4.2528,4.3857,4.29267,4.29267,444.07205999999996,5.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.376240000000001,0.0,0.0,27.909,380.094,0.0,0.0,0.0,0.0
154,54475,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,535.587,535.587,4.33254,4.29267,4.2528,4.3989899999999995,4.31925,4.33254,443.93916,6.0,513.4325699999999,46.27578,131.78364,30.567,27.909,0.0,11.336369999999999,0.0,0.0,27.909,406.674,0.0,0.0,0.0,0.0
155,43770,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,536.9159999999999,536.9159999999999,4.2528,4.21293,4.18635,4.18635,4.10661,4.10661,443.85942,1.0,519.53268,45.810629999999996,131.70389999999998,30.59358,29.238,0.0,11.2965,0.0,0.0,27.909,361.488,0.0,0.0,0.0,0.0
156,43770,1,103.66199999999999,108.978,59.805,63.792,14.619,15.948,47.844,43.857,538.245,538.245,4.47873,4.43886,4.3989899999999995,4.31925,4.2528,4.26609,444.07205999999996,2.0,519.53268,45.810629999999996,131.70389999999998,30.59358,29.238,0.0,11.256630000000001,0.0,0.0,27.909,345.53999999999996,0.0,0.0,0.0,0.0
157,45007,1,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3529.824,3527.1659999999997,4.67808,4.55847,4.571759999999999,4.66479,4.50531,4.61163,443.88599999999997,1.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,0.0,11.150310000000001,0.0,0.0,23.922,382.752,0.0,0.0,0.0,0.0
158,63400,0,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3533.8109999999997,3531.153,4.571759999999999,4.47873,4.46544,4.53189,4.42557,4.47873,443.63349,2.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,0.0,11.07057,0.0,0.0,23.922,353.514,0.0,0.0,0.0,0.0
159,18393,0,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3545.772,3543.114,4.45215,4.37241,4.35912,4.5186,4.3989899999999995,4.45215,444.08534999999995,5.0,511.15998,47.07318,132.03615,31.005569999999995,27.909,643.6612799999999,11.376240000000001,132.68736,4.89072,25.250999999999998,373.449,0.0,0.0,0.0,0.0
160,37572,1,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3535.14,3532.482,4.63821,4.5186,4.53189,4.63821,4.49202,4.61163,443.83284,3.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,640.578,11.243340000000002,132.35511,4.81098,23.922,370.791,0.0,0.0,0.0,0.0
161,27366,1,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3536.469,3533.8109999999997,4.5186,4.45215,4.42557,4.545179999999999,4.43886,4.50531,444.16508999999996,4.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,644.4719699999999,11.482560000000001,132.66078,866.0428499999999,23.922,405.34499999999997,0.0,0.0,0.0,0.0
162,10206,0,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3544.4429999999998,3541.785,4.53189,4.42557,4.42557,4.571759999999999,4.42557,4.50531,443.73981,4.0,511.15998,47.07318,132.03615,31.005569999999995,27.909,644.71119,11.49585,132.6342,866.02956,25.250999999999998,396.042,0.0,0.0,0.0,0.0
163,57613,1,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3537.798,3535.14,4.50531,4.42557,4.42557,4.46544,4.37241,4.41228,443.97902999999997,5.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,638.94333,11.38953,132.64749,4.850849999999999,23.922,377.436,0.0,0.0,0.0,0.0
164,54968,1,95.688,93.03,51.830999999999996,71.76599999999999,15.948,15.948,43.857,43.857,3539.127,3536.469,4.6514999999999995,4.50531,4.53189,4.571759999999999,4.43886,4.50531,442.79622,6.0,510.22968000000003,47.192789999999995,132.06273000000002,31.01886,26.58,639.82047,11.442689999999999,132.66078,866.0960100000001,23.922,401.358,0.0,0.0,0.0,0.0
